city,speciality,profile_url,name,degree,year_of_experience,location,dp_score,npv,consultation_fee,google_map_link,scraped_at
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Raju Srinivas,BDS,27,Jayanagar,96,1,0,"http://www.google.com/maps/place/12.930807277863,77.592497311791",2025-08-18T01:09:27.993944
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. K A Mohan,BDS,47,Domlur,97,1,0,"http://www.google.com/maps/place/12.962608873427,77.64005580917",2025-08-18T01:09:31.053806
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Sumanth Shetty,BDS,26,Koramangala,96,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-18T01:09:33.952795
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Shyam Padmanabhan,BDS,2001,New Thippasandra,99,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-18T01:09:37.036921
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist/recommended?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Raju Srinivas,BDS,27,Bangalore,96,27,27,"https://www.google.com/maps/search/Dr.+Raju+Srinivas+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:09:40.154651
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-18T01:09:42.967773
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:09:46.166535
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan/recommended?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. K A Mohan,BDS,47,Bangalore,97,1,2,"https://www.google.com/maps/search/Dr.+K+A+Mohan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:09:49.080746
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Allu Venkateswara Reddy,BDS,1,Koramangala,100,1,0,"http://www.google.com/maps/place/12.92527322958,77.634380513427",2025-08-18T01:09:52.064505
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Shyam Padmanabhan,BDS,5,Bangalore,99,1,2001,"https://www.google.com/maps/search/Dr.+Shyam+Padmanabhan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:09:55.234141
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Parthasarathi Dutta Roy,MBBS,25,Bangalore,88,1,2016,"https://www.google.com/maps/search/Dr.+Parthasarathi+Dutta+Roy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:09:58.399425
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Sumanth Shetty,BDS,26,Bangalore,96,2,2,"https://www.google.com/maps/search/Dr.+Sumanth+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:01.179483
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Sindhu S Kumar,BDS,14,Jayanagar 4 Block,99,1,0,"http://www.google.com/maps/place/12.920642473657,77.590101342648",2025-08-18T01:10:04.103572
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-18T01:10:07.155468
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist/recommended?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. Allu Venkateswara Reddy,BDS,19,Bangalore,100,1,1,"https://www.google.com/maps/search/Dr.+Allu+Venkateswara+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:10.288170
Bangalore,Nephrologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=bb606cd9-e742-41c7-81c3-0acef129cd53,Dr. D N Naveen,BDS,18,Bangalore,98,1,18,"https://www.google.com/maps/search/Dr.+D+N+Naveen+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:13.125074
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-hema-venkataraman-endocrinologist/recommended?practice_id=2076082&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Hema Venkataraman,MBBS,20,Bangalore,99,1,20,"https://www.google.com/maps/search/Dr.+Hema+Venkataraman+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:16.197203
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-harshitha-boyareddigari-endocrinologist/recommended?practice_id=1041383&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Harshitha Boyareddigari,MBBS,14,Bangalore,,1,9,"https://www.google.com/maps/search/Dr.+Harshitha+Boyareddigari+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:19.127254
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-shivaprasad-c-endocrinologist/recommended?practice_id=1258436&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Shivaprasad C,MBBS,1,Bangalore,92,1,1,"https://www.google.com/maps/search/Dr.+Shivaprasad+C+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:22.517937
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-mahesh-d-m-endocrinologist?practice_id=1524854&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Mahesh.D.M,MBBS,23,Prashant Nagar,80,1,0,"http://www.google.com/maps/place/12.943923,77.489934",2025-08-18T01:10:25.117865
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-srinath-a-endocrinologist-3-endocrinologist?practice_id=1312752&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Srinath A,MBBS,32,Electronics City,82,1,0,"http://www.google.com/maps/place/12.854521,77.662519",2025-08-18T01:10:28.173939
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-shivaprasad-c-endocrinologist?practice_id=1258436&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Shivaprasad C,MBBS,1,Rajarajeshwarinagar,92,1,0,"http://www.google.com/maps/place/12.916290611010327,77.51692313700914",2025-08-18T01:10:31.204677
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-hema-venkataraman-endocrinologist?practice_id=2076082&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Hema Venkataraman,MBBS,20,Marathahalli,99,1,0,"http://www.google.com/maps/place/12.956102314138018,77.7112604",2025-08-18T01:10:34.138114
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-swati-sachin-jadhav-endocrinologist/recommended?practice_id=1276829&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Swati Sachin Jadhav,MBBS,12,Bangalore,,2,12,"https://www.google.com/maps/search/Dr.+Swati+Sachin+Jadhav+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:37.278308
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-mahesh-d-m-endocrinologist/recommended?practice_id=1524854&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Mahesh.D.M,MBBS,1,Bangalore,80,1,1,"https://www.google.com/maps/search/Dr.+Mahesh.D.M+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:40.225902
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-srinath-a-endocrinologist-3-endocrinologist/recommended?practice_id=1312752&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Srinath A,MBBS,32,Bangalore,82,1,3,"https://www.google.com/maps/search/Dr.+Srinath+A+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:43.269568
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-dwarakanath-c-s-endocrinologist-1/recommended?practice_id=1140316&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Dwarakanath C.S.,MBBS,38,Bangalore,87,1,1,"https://www.google.com/maps/search/Dr.+Dwarakanath+C.S.+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:46.390649
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-harshitha-boyareddigari-endocrinologist?practice_id=1041383&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Harshitha Boyareddigari,MBBS,14,Jayanagar 9 Block,,1,0,"http://www.google.com/maps/place/12.9172099,77.5919161",2025-08-18T01:10:49.190265
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-dwarakanath-c-s-endocrinologist-1?practice_id=1140316&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Dwarakanath C.S.,MBBS,38,Bannerghatta Road,87,1,0,"http://www.google.com/maps/place/12.8961766,77.5985299",2025-08-18T01:10:52.321606
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-gopinath-n-internal-medicine?practice_id=1131816&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Gopinath N,MBBS,10,Whitefield,,1,0,"http://www.google.com/maps/place/12.95825,77.74538",2025-08-18T01:10:55.280165
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-gopinath-n-internal-medicine/recommended?practice_id=1131816&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Gopinath N,MBBS,10,Bangalore,,1,10,"https://www.google.com/maps/search/Dr.+Gopinath+N+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:10:58.263767
Bangalore,Endocrinologist,https://www.practo.com/bangalore/doctor/dr-swati-sachin-jadhav-endocrinologist?practice_id=1276829&specialization=Endocrinologist&referrer=doctor_listing&page_uid=4c498a75-61ca-4ba1-828b-abb559d4ea02,Dr. Swati Sachin Jadhav,MBBS,12,Sampangiramnagar,,2,0,"http://www.google.com/maps/place/12.96056110058228,77.58395074835684",2025-08-18T01:11:01.568510
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist/recommended?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=7e7f7002-0a0c-4c27-8a06-2594435eeb95,Dr. Harish Prasad B.R,MD,1,Bangalore,95,1,1,"https://www.google.com/maps/search/Dr.+Harish+Prasad+B.R+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:22.457485
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-mathangi-j-oncologist/recommended?practice_id=664585&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Mathangi J,MBBS,27,Bangalore,100,1,27,"https://www.google.com/maps/search/Dr.+Mathangi+J+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:25.262908
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1?practice_id=697572&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Sanjay Kaul,BDS,29,Koramangala,93,1,0,"http://www.google.com/maps/place/12.934589431275,77.630532051956",2025-08-18T01:11:28.288172
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist/recommended?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. S Tamil Arasi,BDS,21,Bangalore,,2,21,"https://www.google.com/maps/search/Dr.+S+Tamil+Arasi+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:31.357323
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Harish Prasad B.R,MD,1,BTM Layout,95,1,0,"http://www.google.com/maps/place/12.91341,77.6067",2025-08-18T01:11:34.424220
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Aarti Talikoti,BDS,10,Jayanagar 9 Block,97,1,0,"http://www.google.com/maps/place/12.92061,77.59496",2025-08-18T01:11:37.370380
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist/recommended?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Aarti Talikoti,BDS,10,Bangalore,97,1,2008,"https://www.google.com/maps/search/Dr.+Aarti+Talikoti+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:40.393726
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist/recommended?practice_id=1370881&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Vivekananda Reddy,MDS,22,Bangalore,98,22,22,"https://www.google.com/maps/search/Dr.+Vivekananda+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:43.571790
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist/recommended?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Harish Prasad B.R,MD,1,Bangalore,95,1,1,"https://www.google.com/maps/search/Dr.+Harish+Prasad+B.R+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:46.704449
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1?practice_id=779552&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Sunil Rao,BDS,18,Vijayanagar,97,1,0,"http://www.google.com/maps/place/12.964420269994,77.538014352322",2025-08-18T01:11:49.332992
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1/recommended?practice_id=697572&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Sanjay Kaul,BDS,29,Bangalore,93,1,1,"https://www.google.com/maps/search/Dr.+Sanjay+Kaul+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:52.453538
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Rashmi Shetty,BDS,3,Bangalore,99,1,3,"https://www.google.com/maps/search/Dr.+Rashmi+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:55.481963
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1/recommended?practice_id=779552&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Sunil Rao,BDS,18,Bangalore,97,1,1,"https://www.google.com/maps/search/Dr.+Sunil+Rao+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:11:58.441138
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-18T01:12:01.421008
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Baswaraj Biradar,BDS,13,Sahakaranagar,99,1,0,"http://www.google.com/maps/place/13.061059832056454,77.58721668834707",2025-08-18T01:12:04.566229
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist/recommended?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Baswaraj Biradar,BDS,13,Bangalore,99,1,1998,"https://www.google.com/maps/search/Dr.+Baswaraj+Biradar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:12:07.469916
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. S Tamil Arasi,BDS,21,Whitefield,,2,0,"http://www.google.com/maps/place/12.9558534,77.7300762",2025-08-18T01:12:10.439720
Bangalore,Homeopath,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist?practice_id=1370881&specialization=Doctor&referrer=doctor_listing&page_uid=8635649f-f6e9-4a64-86e6-9e4cb9d948e2,Dr. Vivekananda Reddy,MDS,22,Hoodi,98,1,0,"http://www.google.com/maps/place/12.991662834049,77.720235629977",2025-08-18T01:12:13.421408
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-amit-rauthan-oncologist?practice_id=630200&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Amit Rauthan,MBBS,27,Old Airport Road,100,1,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-18T01:12:16.943142
Bangalore,Oncologist,https://www.practo.com/Bangalore/clinic/dr-jaka-s-polyclinic-indiranagar,Dr. Jaka's Clinic,,10,"Dr. Jaka's Clinic, Indiranagar, Bangalore: Practo",,2,0,"https://www.google.com/maps/dir//12.968134506568,77.636252604425",2025-08-18T01:12:19.592354
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-rajshekar-jaka-surgical-oncologist?practice_id=1147853&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Rajshekhar C Jaka,MBBS,12,Indiranagar,98,1,0,"http://www.google.com/maps/place/12.968134506568,77.636252604425",2025-08-18T01:12:22.701331
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-mathangi-j-oncologist?practice_id=664585&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Mathangi J,MBBS,27,Kengeri,100,1,0,"http://www.google.com/maps/place/12.90287,77.4978",2025-08-18T01:12:25.519279
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-vaishnavi-s-oncologist/recommended?practice_id=1146253&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Vaishnavi S,MBBS,19,Bangalore,,1,10,"https://www.google.com/maps/search/Dr.+Vaishnavi+S+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:12:28.527456
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-vadhiraja-b-m-oncologist-1/recommended?practice_id=630200&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Vadhiraja B M,MBBS,15,Bangalore,,1,1,"https://www.google.com/maps/search/Dr.+Vadhiraja+B+M+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:12:31.463125
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-rajshekar-jaka-surgical-oncologist/recommended?practice_id=1147853&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Rajshekhar C Jaka,MBBS,12,Bangalore,98,1,12,"https://www.google.com/maps/search/Dr.+Rajshekhar+C+Jaka+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:12:34.654070
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-amit-rauthan-oncologist/recommended?practice_id=630200&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Amit Rauthan,MBBS,27,Bangalore,100,1,12,"https://www.google.com/maps/search/Dr.+Amit+Rauthan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:12:37.646984
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-amritha-prabha-oncologist?practice_id=636836&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Amritha Prabha,MBBS,21,Ashoknagar,,2,0,"http://www.google.com/maps/place/12.96808116074698,77.59505833999813",2025-08-18T01:12:40.783579
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-vadhiraja-b-m-oncologist-1?practice_id=630200&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Vadhiraja B M,MBBS,15,Old Airport Road,,1,0,"http://www.google.com/maps/place/12.95959,77.64937",2025-08-18T01:12:43.496842
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-vaishnavi-s-oncologist?practice_id=1146253&specialization=Oncologist&referrer=doctor_listing&page_uid=9371b549-fb0b-46d6-8b0f-4f77089194a0,Dr. Vaishnavi S,MBBS,19,Hebbal,,1,0,"http://www.google.com/maps/place/13.054552010758,77.591893828697",2025-08-18T01:12:46.476743
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist/recommended?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=7e7f7002-0a0c-4c27-8a06-2594435eeb95,Dr. Baswaraj Biradar,BDS,13,Bangalore,99,1,1998,"https://www.google.com/maps/search/Dr.+Baswaraj+Biradar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T01:12:49.578889
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=7e7f7002-0a0c-4c27-8a06-2594435eeb95,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-18T01:12:52.490856
Bangalore,Oncologist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=7e7f7002-0a0c-4c27-8a06-2594435eeb95,Dr. S Tamil Arasi,BDS,21,Whitefield,,2,0,"http://www.google.com/maps/place/12.9558534,77.7300762",2025-08-18T01:12:55.469739
